ID1,ID2,r,r_cat
6002158,6002495,0.0625,"[0,0.125)"
6002158,6002496,0.0625,"[0,0.125)"
6002158,6002711,0.25,"[0.25,0.5)"
6002158,6002712,0.25,"[0.25,0.5)"
6002158,6002822,0.25,"[0.25,0.5)"
6002158,6002823,0.25,"[0.25,0.5)"
6002159,6002017,0.125,"[0.125,0.25)"
6002159,6002019,0.0625,"[0,0.125)"
6002159,6002020,0.0625,"[0,0.125)"
6002159,6002021,0.0625,"[0,0.125)"
6002159,6002056,0.0625,"[0,0.125)"
6002159,6002057,0.03125,"[0,0.125)"
6002159,6002058,0.03125,"[0,0.125)"
6002159,6002153,0.25,"[0.25,0.5)"
6002159,6002155,0.25,"[0.25,0.5)"
6002159,6002156,0.5,"[0.5,1)"
6002159,6002157,0.5,"[0.5,1)"
6002159,6002158,0.25,"[0.25,0.5)"
6002159,6002160,0.5,"[0.5,1)"
6002159,6002374,0.0625,"[0,0.125)"
6002159,6002375,0.03125,"[0,0.125)"
6002159,6002376,0.03125,"[0,0.125)"
6002159,6002427,0.125,"[0.125,0.25)"
6002159,6002428,0.0625,"[0,0.125)"
6002159,6002429,0.0625,"[0,0.125)"
6002159,6002482,0.125,"[0.125,0.25)"
6002159,6002483,0.0625,"[0,0.125)"
6002159,6002485,0.03125,"[0,0.125)"
6002159,6002489,0.125,"[0.125,0.25)"
6002159,6002492,0.0625,"[0,0.125)"
6002159,6002494,0.0625,"[0,0.125)"
6002159,6002495,0.03125,"[0,0.125)"
6002159,6002496,0.03125,"[0,0.125)"
6002159,6002556,0.125,"[0.125,0.25)"
6002159,6002557,0.0625,"[0,0.125)"
6002159,6002558,0.0625,"[0,0.125)"
6002159,6002711,0.125,"[0.125,0.25)"
6002159,6002712,0.125,"[0.125,0.25)"
6002159,6002822,0.125,"[0.125,0.25)"
6002159,6002823,0.125,"[0.125,0.25)"
6002159,6003104,0.25,"[0.25,0.5)"
6002159,6003105,0.25,"[0.25,0.5)"
6002160,6002017,0.125,"[0.125,0.25)"
6002160,6002019,0.0625,"[0,0.125)"
6002160,6002020,0.0625,"[0,0.125)"
6002160,6002021,0.0625,"[0,0.125)"
6002160,6002056,0.0625,"[0,0.125)"
6002160,6002057,0.03125,"[0,0.125)"
6002160,6002058,0.03125,"[0,0.125)"
6002160,6002153,0.25,"[0.25,0.5)"
6002160,6002155,0.25,"[0.25,0.5)"
6002160,6002156,0.5,"[0.5,1)"
6002160,6002157,0.5,"[0.5,1)"
6002160,6002158,0.25,"[0.25,0.5)"
6002160,6002159,0.5,"[0.5,1)"
6002160,6002374,0.0625,"[0,0.125)"
6002160,6002375,0.03125,"[0,0.125)"
6002160,6002376,0.03125,"[0,0.125)"
6002160,6002427,0.125,"[0.125,0.25)"
6002160,6002428,0.0625,"[0,0.125)"
6002160,6002429,0.0625,"[0,0.125)"
6002160,6002482,0.125,"[0.125,0.25)"
6002160,6002483,0.0625,"[0,0.125)"
6002160,6002485,0.03125,"[0,0.125)"
6002160,6002489,0.125,"[0.125,0.25)"
6002160,6002492,0.0625,"[0,0.125)"
6002160,6002494,0.0625,"[0,0.125)"
6002160,6002495,0.03125,"[0,0.125)"
6002160,6002496,0.03125,"[0,0.125)"
6002160,6002556,0.125,"[0.125,0.25)"
6002160,6002557,0.0625,"[0,0.125)"
6002160,6002558,0.0625,"[0,0.125)"
6002160,6002711,0.125,"[0.125,0.25)"
6002160,6002712,0.125,"[0.125,0.25)"
6002160,6002822,0.125,"[0.125,0.25)"
6002160,6002823,0.125,"[0.125,0.25)"
6002160,6003104,0.25,"[0.25,0.5)"
6002160,6003105,0.25,"[0.25,0.5)"
6002162,6002165,0.5,"[0.5,1)"
6002162,6002824,0.5,"[0.5,1)"
6002162,6002825,0.5,"[0.5,1)"
6002163,6002047,0.5,"[0.5,1)"
6002163,6002048,0.25,"[0.25,0.5)"
6002163,6002164,0.5,"[0.5,1)"
6002163,6002165,0.25,"[0.25,0.5)"
6002163,6002826,0.5,"[0.5,1)"
6002163,6002827,0.5,"[0.5,1)"
6002164,6002047,0.5,"[0.5,1)"
6002164,6002048,0.25,"[0.25,0.5)"
6002164,6002163,0.5,"[0.5,1)"
6002164,6002165,0.5,"[0.5,1)"
6002164,6002738,0.5,"[0.5,1)"
6002164,6002826,0.25,"[0.25,0.5)"
6002164,6002827,0.25,"[0.25,0.5)"
6002165,6002047,0.25,"[0.25,0.5)"
6002165,6002048,0.125,"[0.125,0.25)"
6002165,6002162,0.5,"[0.5,1)"
6002165,6002163,0.25,"[0.25,0.5)"
6002165,6002164,0.5,"[0.5,1)"
6002165,6002738,0.25,"[0.25,0.5)"
6002165,6002824,0.25,"[0.25,0.5)"
6002165,6002825,0.25,"[0.25,0.5)"
6002165,6002826,0.125,"[0.125,0.25)"
6002165,6002827,0.125,"[0.125,0.25)"
6002166,6002168,0.5,"[0.5,1)"
6002166,6002169,0.5,"[0.5,1)"
6002166,6002828,0.5,"[0.5,1)"
6002166,6002829,0.5,"[0.5,1)"
6002167,6002168,0.5,"[0.5,1)"
6002167,6002169,0.5,"[0.5,1)"
6002167,6002170,0.5,"[0.5,1)"
6002167,6002308,0.5,"[0.5,1)"
6002167,6002310,0.25,"[0.25,0.5)"
6002167,6002311,0.25,"[0.25,0.5)"
6002167,6002312,0.5,"[0.5,1)"
6002167,6002346,0.5,"[0.5,1)"
6002167,6002347,0.5,"[0.5,1)"
6002167,6002349,0.25,"[0.25,0.5)"
6002167,6002350,0.25,"[0.25,0.5)"
6002167,6002351,0.5,"[0.5,1)"
6002167,6002353,0.25,"[0.25,0.5)"
6002167,6002354,0.25,"[0.25,0.5)"
6002167,6002830,0.5,"[0.5,1)"
6002167,6002969,0.25,"[0.25,0.5)"
6002167,6002970,0.25,"[0.25,0.5)"
6002168,6002166,0.5,"[0.5,1)"
6002168,6002167,0.5,"[0.5,1)"
6002168,6002169,0.5,"[0.5,1)"
6002168,6002170,0.25,"[0.25,0.5)"
6002168,6002308,0.25,"[0.25,0.5)"
6002168,6002310,0.125,"[0.125,0.25)"
6002168,6002311,0.125,"[0.125,0.25)"
6002168,6002312,0.25,"[0.25,0.5)"
6002168,6002346,0.25,"[0.25,0.5)"
6002168,6002347,0.25,"[0.25,0.5)"
6002168,6002349,0.125,"[0.125,0.25)"
6002168,6002350,0.125,"[0.125,0.25)"
6002168,6002351,0.25,"[0.25,0.5)"
6002168,6002353,0.125,"[0.125,0.25)"
6002168,6002354,0.125,"[0.125,0.25)"
6002168,6002828,0.25,"[0.25,0.5)"
6002168,6002829,0.25,"[0.25,0.5)"
6002168,6002830,0.25,"[0.25,0.5)"
6002168,6002969,0.125,"[0.125,0.25)"
6002168,6002970,0.125,"[0.125,0.25)"
6002169,6002166,0.5,"[0.5,1)"
6002169,6002167,0.5,"[0.5,1)"
6002169,6002168,0.5,"[0.5,1)"
6002169,6002170,0.25,"[0.25,0.5)"
6002169,6002308,0.25,"[0.25,0.5)"
6002169,6002310,0.125,"[0.125,0.25)"
6002169,6002311,0.125,"[0.125,0.25)"
6002169,6002312,0.25,"[0.25,0.5)"
6002169,6002346,0.25,"[0.25,0.5)"
6002169,6002347,0.25,"[0.25,0.5)"
6002169,6002349,0.125,"[0.125,0.25)"
6002169,6002350,0.125,"[0.125,0.25)"
6002169,6002351,0.25,"[0.25,0.5)"
6002169,6002353,0.125,"[0.125,0.25)"
6002169,6002354,0.125,"[0.125,0.25)"
6002169,6002828,0.25,"[0.25,0.5)"
6002169,6002829,0.25,"[0.25,0.5)"
6002169,6002830,0.25,"[0.25,0.5)"
6002169,6002969,0.125,"[0.125,0.25)"
6002169,6002970,0.125,"[0.125,0.25)"
6002170,6002167,0.5,"[0.5,1)"
6002170,6002168,0.25,"[0.25,0.5)"
6002170,6002169,0.25,"[0.25,0.5)"
6002170,6002308,0.5,"[0.5,1)"
6002170,6002310,0.25,"[0.25,0.5)"
6002170,6002311,0.25,"[0.25,0.5)"
6002170,6002312,0.5,"[0.5,1)"
6002170,6002346,0.5,"[0.5,1)"
6002170,6002347,0.5,"[0.5,1)"
6002170,6002349,0.25,"[0.25,0.5)"
6002170,6002350,0.25,"[0.25,0.5)"
6002170,6002351,0.5,"[0.5,1)"
6002170,6002353,0.25,"[0.25,0.5)"
6002170,6002354,0.25,"[0.25,0.5)"
6002170,6002830,0.5,"[0.5,1)"
6002170,6002969,0.25,"[0.25,0.5)"
6002170,6002970,0.25,"[0.25,0.5)"
6002171,6002173,0.5,"[0.5,1)"
6002171,6002174,0.5,"[0.5,1)"
6002171,6002320,0.5,"[0.5,1)"
6002171,6002321,0.5,"[0.5,1)"
6002171,6002323,0.25,"[0.25,0.5)"
6002171,6002337,0.25,"[0.25,0.5)"
6002171,6002338,0.125,"[0.125,0.25)"
6002171,6002530,0.25,"[0.25,0.5)"
6002171,6002532,0.125,"[0.125,0.25)"
6002171,6002533,0.125,"[0.125,0.25)"
6002171,6002831,0.5,"[0.5,1)"
6002171,6002951,0.25,"[0.25,0.5)"
6002171,6002952,0.25,"[0.25,0.5)"
6002172,6002173,0.5,"[0.5,1)"
6002172,6002174,0.5,"[0.5,1)"
6002172,6002832,0.5,"[0.5,1)"
6002172,6002833,0.5,"[0.5,1)"
6002173,6002171,0.5,"[0.5,1)"
6002173,6002172,0.5,"[0.5,1)"
6002173,6002174,0.5,"[0.5,1)"
6002173,6002320,0.25,"[0.25,0.5)"
6002173,6002321,0.25,"[0.25,0.5)"
6002173,6002323,0.125,"[0.125,0.25)"
6002173,6002337,0.125,"[0.125,0.25)"
6002173,6002338,0.0625,"[0,0.125)"
6002173,6002530,0.125,"[0.125,0.25)"
6002173,6002532,0.0625,"[0,0.125)"
6002173,6002533,0.0625,"[0,0.125)"
6002173,6002831,0.25,"[0.25,0.5)"
6002173,6002832,0.25,"[0.25,0.5)"
6002173,6002833,0.25,"[0.25,0.5)"
6002173,6002951,0.125,"[0.125,0.25)"
6002173,6002952,0.125,"[0.125,0.25)"
6002174,6002171,0.5,"[0.5,1)"
6002174,6002172,0.5,"[0.5,1)"
6002174,6002173,0.5,"[0.5,1)"
6002174,6002320,0.25,"[0.25,0.5)"
6002174,6002321,0.25,"[0.25,0.5)"
6002174,6002323,0.125,"[0.125,0.25)"
6002174,6002337,0.125,"[0.125,0.25)"
6002174,6002338,0.0625,"[0,0.125)"
6002174,6002530,0.125,"[0.125,0.25)"
6002174,6002532,0.0625,"[0,0.125)"
6002174,6002533,0.0625,"[0,0.125)"
6002174,6002831,0.25,"[0.25,0.5)"
6002174,6002832,0.25,"[0.25,0.5)"
6002174,6002833,0.25,"[0.25,0.5)"
6002174,6002951,0.125,"[0.125,0.25)"
6002174,6002952,0.125,"[0.125,0.25)"
6002175,6002178,0.5,"[0.5,1)"
6002175,6002179,0.5,"[0.5,1)"
6002175,6002834,0.5,"[0.5,1)"
6002175,6002835,0.5,"[0.5,1)"
6002176,6002177,0.5,"[0.5,1)"
6002176,6002178,0.25,"[0.25,0.5)"
6002176,6002179,0.25,"[0.25,0.5)"
6002176,6002244,0.25,"[0.25,0.5)"
6002176,6002294,0.25,"[0.25,0.5)"
6002176,6002295,0.5,"[0.5,1)"
6002176,6002392,0.25,"[0.25,0.5)"
6002176,6002394,0.125,"[0.125,0.25)"
6002176,6002395,0.125,"[0.125,0.25)"
6002176,6002836,0.5,"[0.5,1)"
6002176,6002837,0.5,"[0.5,1)"
6002177,6002176,0.5,"[0.5,1)"
6002177,6002178,0.5,"[0.5,1)"
6002177,6002179,0.5,"[0.5,1)"
6002177,6002244,0.125,"[0.125,0.25)"
6002177,6002294,0.125,"[0.125,0.25)"
6002177,6002295,0.25,"[0.25,0.5)"
6002177,6002392,0.125,"[0.125,0.25)"
6002177,6002394,0.0625,"[0,0.125)"
6002177,6002395,0.0625,"[0,0.125)"
6002177,6002836,0.25,"[0.25,0.5)"
6002177,6002837,0.25,"[0.25,0.5)"
6002177,6002838,0.5,"[0.5,1)"
6002178,6002175,0.5,"[0.5,1)"
6002178,6002176,0.25,"[0.25,0.5)"
6002178,6002177,0.5,"[0.5,1)"
6002178,6002179,0.5,"[0.5,1)"
6002178,6002244,0.0625,"[0,0.125)"
6002178,6002294,0.0625,"[0,0.125)"
6002178,6002295,0.125,"[0.125,0.25)"
6002178,6002392,0.0625,"[0,0.125)"
6002178,6002394,0.03125,"[0,0.125)"
6002178,6002395,0.03125,"[0,0.125)"
6002178,6002834,0.25,"[0.25,0.5)"
6002178,6002835,0.25,"[0.25,0.5)"
6002178,6002836,0.125,"[0.125,0.25)"
6002178,6002837,0.125,"[0.125,0.25)"
6002178,6002838,0.25,"[0.25,0.5)"
6002179,6002175,0.5,"[0.5,1)"
6002179,6002176,0.25,"[0.25,0.5)"
6002179,6002177,0.5,"[0.5,1)"
6002179,6002178,0.5,"[0.5,1)"
6002179,6002244,0.0625,"[0,0.125)"
6002179,6002294,0.0625,"[0,0.125)"
6002179,6002295,0.125,"[0.125,0.25)"
6002179,6002392,0.0625,"[0,0.125)"
6002179,6002394,0.03125,"[0,0.125)"
6002179,6002395,0.03125,"[0,0.125)"
6002179,6002834,0.25,"[0.25,0.5)"
6002179,6002835,0.25,"[0.25,0.5)"
6002179,6002836,0.125,"[0.125,0.25)"
6002179,6002837,0.125,"[0.125,0.25)"
6002179,6002838,0.25,"[0.25,0.5)"
6002180,6002108,0.25,"[0.25,0.5)"
6002180,6002109,0.125,"[0.125,0.25)"
6002180,6002111,0.0625,"[0,0.125)"
6002180,6002112,0.0625,"[0,0.125)"
6002180,6002181,0.5,"[0.5,1)"
6002180,6002182,0.5,"[0.5,1)"
6002180,6002183,0.25,"[0.25,0.5)"
6002180,6002272,0.5,"[0.5,1)"
6002180,6002273,0.5,"[0.5,1)"
6002180,6002275,0.25,"[0.25,0.5)"
6002180,6002276,0.25,"[0.25,0.5)"
6002180,6002282,0.25,"[0.25,0.5)"
6002180,6002283,0.25,"[0.25,0.5)"
6002180,6002285,0.125,"[0.125,0.25)"
6002180,6002286,0.125,"[0.125,0.25)"
6002180,6002341,0.5,"[0.5,1)"
6002180,6002342,0.25,"[0.25,0.5)"
6002180,6002344,0.125,"[0.125,0.25)"
6002180,6002345,0.125,"[0.125,0.25)"
6002180,6002369,0.25,"[0.25,0.5)"
6002180,6002371,0.125,"[0.125,0.25)"
6002180,6002372,0.125,"[0.125,0.25)"
6002180,6002438,0.125,"[0.125,0.25)"
6002180,6002439,0.0625,"[0,0.125)"
6002180,6002440,0.0625,"[0,0.125)"
6002180,6002503,0.5,"[0.5,1)"
6002180,6002504,0.25,"[0.25,0.5)"
6002180,6002785,0.25,"[0.25,0.5)"
6002180,6002786,0.25,"[0.25,0.5)"
6002180,6002839,0.5,"[0.5,1)"
6002181,6002108,0.125,"[0.125,0.25)"
6002181,6002109,0.0625,"[0,0.125)"
6002181,6002111,0.03125,"[0,0.125)"
6002181,6002112,0.03125,"[0,0.125)"
6002181,6002180,0.5,"[0.5,1)"
6002181,6002182,0.5,"[0.5,1)"
6002181,6002183,0.5,"[0.5,1)"
6002181,6002272,0.25,"[0.25,0.5)"
6002181,6002273,0.25,"[0.25,0.5)"
6002181,6002275,0.125,"[0.125,0.25)"
6002181,6002276,0.125,"[0.125,0.25)"
6002181,6002282,0.125,"[0.125,0.25)"
6002181,6002283,0.125,"[0.125,0.25)"
6002181,6002285,0.0625,"[0,0.125)"
6002181,6002286,0.0625,"[0,0.125)"
6002181,6002341,0.25,"[0.25,0.5)"
6002181,6002342,0.125,"[0.125,0.25)"
6002181,6002344,0.0625,"[0,0.125)"
6002181,6002345,0.0625,"[0,0.125)"
6002181,6002369,0.125,"[0.125,0.25)"
6002181,6002371,0.0625,"[0,0.125)"
6002181,6002372,0.0625,"[0,0.125)"
6002181,6002438,0.0625,"[0,0.125)"
6002181,6002439,0.03125,"[0,0.125)"
6002181,6002440,0.03125,"[0,0.125)"
6002181,6002503,0.25,"[0.25,0.5)"
6002181,6002504,0.125,"[0.125,0.25)"
6002181,6002785,0.125,"[0.125,0.25)"
6002181,6002786,0.125,"[0.125,0.25)"
6002181,6002839,0.25,"[0.25,0.5)"
6002181,6002840,0.5,"[0.5,1)"
6002182,6002108,0.125,"[0.125,0.25)"
6002182,6002109,0.0625,"[0,0.125)"
6002182,6002111,0.03125,"[0,0.125)"
6002182,6002112,0.03125,"[0,0.125)"
6002182,6002180,0.5,"[0.5,1)"
6002182,6002181,0.5,"[0.5,1)"
6002182,6002183,0.25,"[0.25,0.5)"
6002182,6002272,0.25,"[0.25,0.5)"
6002182,6002273,0.25,"[0.25,0.5)"
6002182,6002275,0.125,"[0.125,0.25)"
6002182,6002276,0.125,"[0.125,0.25)"
6002182,6002282,0.125,"[0.125,0.25)"
6002182,6002283,0.125,"[0.125,0.25)"
6002182,6002285,0.0625,"[0,0.125)"
6002182,6002286,0.0625,"[0,0.125)"
6002182,6002341,0.25,"[0.25,0.5)"
6002182,6002342,0.125,"[0.125,0.25)"
6002182,6002344,0.0625,"[0,0.125)"
6002182,6002345,0.0625,"[0,0.125)"
6002182,6002369,0.125,"[0.125,0.25)"
6002182,6002371,0.0625,"[0,0.125)"
6002182,6002372,0.0625,"[0,0.125)"
6002182,6002438,0.0625,"[0,0.125)"
6002182,6002439,0.03125,"[0,0.125)"
6002182,6002440,0.03125,"[0,0.125)"
6002182,6002503,0.25,"[0.25,0.5)"
6002182,6002504,0.125,"[0.125,0.25)"
6002182,6002785,0.125,"[0.125,0.25)"
6002182,6002786,0.125,"[0.125,0.25)"
6002182,6002839,0.25,"[0.25,0.5)"
6002182,6002840,0.5,"[0.5,1)"
6002183,6002108,0.0625,"[0,0.125)"
6002183,6002109,0.03125,"[0,0.125)"
6002183,6002111,0.015625,"[0,0.125)"
6002183,6002112,0.015625,"[0,0.125)"
6002183,6002180,0.25,"[0.25,0.5)"
6002183,6002181,0.5,"[0.5,1)"
6002183,6002182,0.25,"[0.25,0.5)"
6002183,6002272,0.125,"[0.125,0.25)"
6002183,6002273,0.125,"[0.125,0.25)"
6002183,6002275,0.0625,"[0,0.125)"
6002183,6002276,0.0625,"[0,0.125)"
6002183,6002282,0.0625,"[0,0.125)"
6002183,6002283,0.0625,"[0,0.125)"
6002183,6002285,0.03125,"[0,0.125)"
6002183,6002286,0.03125,"[0,0.125)"
6002183,6002341,0.125,"[0.125,0.25)"
6002183,6002342,0.0625,"[0,0.125)"
6002183,6002344,0.03125,"[0,0.125)"
6002183,6002345,0.03125,"[0,0.125)"
6002183,6002369,0.0625,"[0,0.125)"
6002183,6002371,0.03125,"[0,0.125)"
6002183,6002372,0.03125,"[0,0.125)"
6002183,6002438,0.03125,"[0,0.125)"
6002183,6002439,0.015625,"[0,0.125)"
6002183,6002440,0.015625,"[0,0.125)"
6002183,6002503,0.125,"[0.125,0.25)"
6002183,6002504,0.0625,"[0,0.125)"
6002183,6002785,0.0625,"[0,0.125)"
6002183,6002786,0.0625,"[0,0.125)"
6002183,6002839,0.125,"[0.125,0.25)"
6002183,6002840,0.25,"[0.25,0.5)"
6002183,6002841,0.5,"[0.5,1)"
6002184,6002027,0.25,"[0.25,0.5)"
6002184,6002028,0.125,"[0.125,0.25)"
6002184,6002116,0.5,"[0.5,1)"
6002184,6002117,0.5,"[0.5,1)"
6002184,6002119,0.25,"[0.25,0.5)"
6002184,6002120,0.25,"[0.25,0.5)"
6002184,6002186,0.5,"[0.5,1)"
6002184,6002721,0.25,"[0.25,0.5)"
6002184,6002722,0.25,"[0.25,0.5)"
6002184,6002792,0.5,"[0.5,1)"
6002185,6002186,0.5,"[0.5,1)"
6002185,6002842,0.5,"[0.5,1)"
6002185,6002843,0.5,"[0.5,1)"
6002186,6002027,0.125,"[0.125,0.25)"
6002186,6002028,0.0625,"[0,0.125)"
6002186,6002116,0.25,"[0.25,0.5)"
6002186,6002117,0.25,"[0.25,0.5)"
6002186,6002119,0.125,"[0.125,0.25)"
6002186,6002120,0.125,"[0.125,0.25)"
6002186,6002184,0.5,"[0.5,1)"
6002186,6002185,0.5,"[0.5,1)"
6002186,6002721,0.125,"[0.125,0.25)"
6002186,6002722,0.125,"[0.125,0.25)"
6002186,6002792,0.25,"[0.25,0.5)"
6002186,6002842,0.25,"[0.25,0.5)"
6002186,6002843,0.25,"[0.25,0.5)"
6002187,6002190,0.5,"[0.5,1)"
6002187,6002846,0.5,"[0.5,1)"
6002187,6002847,0.5,"[0.5,1)"
6002188,6002059,0.5,"[0.5,1)"
6002188,6002061,0.25,"[0.25,0.5)"
6002188,6002063,0.25,"[0.25,0.5)"
6002188,6002065,0.125,"[0.125,0.25)"
6002188,6002066,0.125,"[0.125,0.25)"
6002188,6002067,0.125,"[0.125,0.25)"
6002188,6002122,0.5,"[0.5,1)"
6002188,6002123,0.25,"[0.25,0.5)"
6002188,6002150,0.25,"[0.25,0.5)"
6002188,6002152,0.125,"[0.125,0.25)"
6002188,6002189,0.5,"[0.5,1)"
6002188,6002190,0.25,"[0.25,0.5)"
6002188,6002220,0.25,"[0.25,0.5)"
6002188,6002221,0.125,"[0.125,0.25)"
6002188,6002222,0.125,"[0.125,0.25)"
6002188,6002490,0.5,"[0.5,1)"
6002188,6002491,0.25,"[0.25,0.5)"
6002188,6002492,0.125,"[0.125,0.25)"
6002188,6002494,0.125,"[0.125,0.25)"
6002188,6002495,0.0625,"[0,0.125)"
6002188,6002496,0.0625,"[0,0.125)"
6002188,6002844,0.5,"[0.5,1)"
6002188,6002845,0.5,"[0.5,1)"
6002189,6002059,0.5,"[0.5,1)"
6002189,6002061,0.25,"[0.25,0.5)"
6002189,6002063,0.25,"[0.25,0.5)"
6002189,6002065,0.125,"[0.125,0.25)"
6002189,6002066,0.125,"[0.125,0.25)"
6002189,6002067,0.125,"[0.125,0.25)"
6002189,6002122,0.5,"[0.5,1)"
6002189,6002123,0.25,"[0.25,0.5)"
6002189,6002150,0.125,"[0.125,0.25)"
6002189,6002152,0.0625,"[0,0.125)"
6002189,6002188,0.5,"[0.5,1)"
6002189,6002190,0.5,"[0.5,1)"
6002189,6002220,0.125,"[0.125,0.25)"
6002189,6002221,0.0625,"[0,0.125)"
6002189,6002222,0.0625,"[0,0.125)"
6002189,6002490,0.25,"[0.25,0.5)"
6002189,6002491,0.125,"[0.125,0.25)"
6002189,6002492,0.0625,"[0,0.125)"
6002189,6002494,0.0625,"[0,0.125)"
6002189,6002495,0.03125,"[0,0.125)"
6002189,6002496,0.03125,"[0,0.125)"
6002189,6002748,0.5,"[0.5,1)"
6002189,6002844,0.25,"[0.25,0.5)"
6002189,6002845,0.25,"[0.25,0.5)"
6002190,6002059,0.25,"[0.25,0.5)"
6002190,6002061,0.125,"[0.125,0.25)"
6002190,6002063,0.125,"[0.125,0.25)"
6002190,6002065,0.0625,"[0,0.125)"
6002190,6002066,0.0625,"[0,0.125)"
6002190,6002067,0.0625,"[0,0.125)"
6002190,6002122,0.25,"[0.25,0.5)"
6002190,6002123,0.125,"[0.125,0.25)"
6002190,6002150,0.0625,"[0,0.125)"
6002190,6002152,0.03125,"[0,0.125)"
6002190,6002187,0.5,"[0.5,1)"
6002190,6002188,0.25,"[0.25,0.5)"
6002190,6002189,0.5,"[0.5,1)"
6002190,6002220,0.0625,"[0,0.125)"
6002190,6002221,0.03125,"[0,0.125)"
6002190,6002222,0.03125,"[0,0.125)"
6002190,6002490,0.125,"[0.125,0.25)"
6002190,6002491,0.0625,"[0,0.125)"
6002190,6002492,0.03125,"[0,0.125)"
6002190,6002494,0.03125,"[0,0.125)"
6002190,6002495,0.015625,"[0,0.125)"
6002190,6002496,0.015625,"[0,0.125)"
6002190,6002748,0.25,"[0.25,0.5)"
6002190,6002844,0.125,"[0.125,0.25)"
6002190,6002845,0.125,"[0.125,0.25)"
6002190,6002846,0.25,"[0.25,0.5)"
6002190,6002847,0.25,"[0.25,0.5)"
6002191,6002502,0.5,"[0.5,1)"
6002191,6002504,0.25,"[0.25,0.5)"
6002191,6002848,0.5,"[0.5,1)"
6002191,6002849,0.5,"[0.5,1)"
6002192,6002502,0.5,"[0.5,1)"
6002192,6002504,0.25,"[0.25,0.5)"
6002192,6002850,0.5,"[0.5,1)"
6002192,6002851,0.5,"[0.5,1)"
6002193,6002194,0.5,"[0.5,1)"
6002193,6002196,0.5,"[0.5,1)"
6002193,6002197,0.5,"[0.5,1)"
6002193,6002198,0.5,"[0.5,1)"
6002193,6002199,0.5,"[0.5,1)"
6002193,6002200,0.5,"[0.5,1)"
6002193,6002540,0.5,"[0.5,1)"
6002193,6002542,0.25,"[0.25,0.5)"
6002193,6002544,0.125,"[0.125,0.25)"
6002193,6002545,0.125,"[0.125,0.25)"
6002193,6002852,0.5,"[0.5,1)"
6002193,6002853,0.25,"[0.25,0.5)"
6002193,6002854,0.25,"[0.25,0.5)"
6002194,6002193,0.5,"[0.5,1)"
6002194,6002196,0.5,"[0.5,1)"
6002194,6002197,0.25,"[0.25,0.5)"
6002194,6002198,0.25,"[0.25,0.5)"
6002194,6002199,0.25,"[0.25,0.5)"
6002194,6002200,0.25,"[0.25,0.5)"
6002194,6002540,0.5,"[0.5,1)"
6002194,6002542,0.25,"[0.25,0.5)"
6002194,6002544,0.125,"[0.125,0.25)"
6002194,6002545,0.125,"[0.125,0.25)"
6002194,6002853,0.5,"[0.5,1)"
6002194,6002854,0.5,"[0.5,1)"
6002195,6002197,0.5,"[0.5,1)"
6002195,6002198,0.5,"[0.5,1)"
6002195,6002199,0.5,"[0.5,1)"
6002195,6002200,0.5,"[0.5,1)"
6002195,6002855,0.5,"[0.5,1)"
6002195,6002856,0.5,"[0.5,1)"
6002196,6002193,0.5,"[0.5,1)"
6002196,6002194,0.5,"[0.5,1)"
6002196,6002197,0.25,"[0.25,0.5)"
6002196,6002198,0.25,"[0.25,0.5)"
6002196,6002199,0.25,"[0.25,0.5)"
6002196,6002200,0.25,"[0.25,0.5)"
6002196,6002540,0.5,"[0.5,1)"
6002196,6002542,0.25,"[0.25,0.5)"
6002196,6002544,0.125,"[0.125,0.25)"
6002196,6002545,0.125,"[0.125,0.25)"
6002196,6002852,0.5,"[0.5,1)"
6002196,6002853,0.25,"[0.25,0.5)"
6002196,6002854,0.25,"[0.25,0.5)"
6002197,6002193,0.5,"[0.5,1)"
6002197,6002194,0.25,"[0.25,0.5)"
6002197,6002195,0.5,"[0.5,1)"
6002197,6002196,0.25,"[0.25,0.5)"
6002197,6002198,0.5,"[0.5,1)"
6002197,6002199,0.5,"[0.5,1)"
6002197,6002200,0.5,"[0.5,1)"
6002197,6002540,0.25,"[0.25,0.5)"
6002197,6002542,0.125,"[0.125,0.25)"
6002197,6002544,0.0625,"[0,0.125)"
6002197,6002545,0.0625,"[0,0.125)"
6002197,6002852,0.25,"[0.25,0.5)"
6002197,6002853,0.125,"[0.125,0.25)"
6002197,6002854,0.125,"[0.125,0.25)"
6002197,6002855,0.25,"[0.25,0.5)"
6002197,6002856,0.25,"[0.25,0.5)"
6002198,6002193,0.5,"[0.5,1)"
6002198,6002194,0.25,"[0.25,0.5)"
6002198,6002195,0.5,"[0.5,1)"
6002198,6002196,0.25,"[0.25,0.5)"
6002198,6002197,0.5,"[0.5,1)"
6002198,6002199,0.5,"[0.5,1)"
6002198,6002200,0.5,"[0.5,1)"
6002198,6002540,0.25,"[0.25,0.5)"
6002198,6002542,0.125,"[0.125,0.25)"
6002198,6002544,0.0625,"[0,0.125)"
6002198,6002545,0.0625,"[0,0.125)"
6002198,6002852,0.25,"[0.25,0.5)"
6002198,6002853,0.125,"[0.125,0.25)"
6002198,6002854,0.125,"[0.125,0.25)"
6002198,6002855,0.25,"[0.25,0.5)"
6002198,6002856,0.25,"[0.25,0.5)"
6002199,6002193,0.5,"[0.5,1)"
6002199,6002194,0.25,"[0.25,0.5)"
